
Eliminate 0 isolated buses
Eliminate 0 branches
Eliminate 0 generators
Preprocessing complete
Convert input data model
Creating Y matrix of input full model
Do first round reduction eliminating all external buses
10195 external generators are to be placed
Do second round reduction eliminating all external non-generator buses
External generator on bus 25742 is moved to 25614
External generator on bus 25743 is moved to 25614
External generator on bus 25744 is moved to 25614
External generator on bus 25745 is moved to 25614
External generator on bus 25746 is moved to 25614
External generator on bus 25749 is moved to 25554
External generator on bus 25751 is moved to 29997
External generator on bus 25753 is moved to 25554
External generator on bus 25754 is moved to 25554
External generator on bus 25755 is moved to 25554
External generator on bus 25759 is moved to 25554
External generator on bus 25761 is moved to 25436
External generator on bus 25767 is moved to 25766
External generator on bus 25768 is moved to 25766
External generator on bus 25769 is moved to 25766
External generator on bus 25770 is moved to 25766
External generator on bus 25771 is moved to 25766
External generator on bus 25774 is moved to 25554
External generator on bus 25776 is moved to 29997
External generator on bus 25779 is moved to 29275
External generator on bus 25780 is moved to 29275
External generator on bus 25783 is moved to 25614
External generator on bus 25788 is moved to 25572
External generator on bus 25789 is moved to 26994
External generator on bus 25790 is moved to 25572
External generator on bus 25791 is moved to 25572
External generator on bus 25796 is moved to 22841
External generator on bus 25797 is moved to 22841
External generator on bus 25798 is moved to 22841
External generator on bus 25799 is moved to 22841
External generator on bus 25800 is moved to 22841
External generator on bus 25801 is moved to 22841
External generator on bus 25804 is moved to 29997
External generator on bus 26024 is moved to 25864
External generator on bus 26025 is moved to 25864
External generator on bus 26027 is moved to 25864
External generator on bus 26030 is moved to 25917
External generator on bus 26033 is moved to 25806
External generator on bus 26037 is moved to 25864
External generator on bus 26038 is moved to 25864
External generator on bus 26039 is moved to 25864
External generator on bus 26040 is moved to 25864
External generator on bus 26044 is moved to 25864
External generator on bus 26045 is moved to 25864
External generator on bus 26046 is moved to 25864
External generator on bus 26047 is moved to 25864
External generator on bus 26051 is moved to 25917
External generator on bus 26053 is moved to 29997
External generator on bus 26055 is moved to 25831
External generator on bus 26061 is moved to 25813
External generator on bus 26062 is moved to 25813
External generator on bus 26063 is moved to 25813
External generator on bus 26067 is moved to 25831
External generator on bus 26074 is moved to 29997
External generator on bus 26075 is moved to 29997
External generator on bus 26078 is moved to 25864
External generator on bus 26079 is moved to 25864
External generator on bus 26080 is moved to 25864
External generator on bus 26085 is moved to 25864
External generator on bus 26086 is moved to 25864
External generator on bus 26089 is moved to 25917
External generator on bus 26092 is moved to 25813
External generator on bus 26093 is moved to 25813
External generator on bus 26814 is moved to 26276
External generator on bus 26815 is moved to 26276
External generator on bus 26823 is moved to 26994
External generator on bus 26824 is moved to 26994
External generator on bus 26825 is moved to 26994
External generator on bus 26826 is moved to 26994
External generator on bus 26827 is moved to 26994
External generator on bus 26833 is moved to 26994
External generator on bus 26834 is moved to 26994
External generator on bus 26835 is moved to 26994
External generator on bus 26838 is moved to 26994
External generator on bus 26844 is moved to 26697
External generator on bus 26845 is moved to 26697
External generator on bus 26853 is moved to 26994
External generator on bus 26854 is moved to 26994
External generator on bus 26855 is moved to 26994
External generator on bus 26856 is moved to 26994
External generator on bus 26859 is moved to 26579
External generator on bus 26861 is moved to 26276
External generator on bus 26863 is moved to 26364
External generator on bus 26864 is moved to 26364
External generator on bus 26869 is moved to 26994
External generator on bus 26873 is moved to 26098
External generator on bus 26876 is moved to 26927
External generator on bus 26877 is moved to 26927
External generator on bus 26878 is moved to 26927
External generator on bus 26879 is moved to 26927
External generator on bus 26880 is moved to 26927
External generator on bus 26881 is moved to 26927
External generator on bus 26882 is moved to 26927
External generator on bus 26885 is moved to 26276
External generator on bus 26888 is moved to 26579
External generator on bus 26889 is moved to 26579
External generator on bus 26890 is moved to 26579
External generator on bus 26896 is moved to 26994
External generator on bus 26897 is moved to 26994
External generator on bus 26898 is moved to 26994
External generator on bus 26899 is moved to 26994
External generator on bus 26900 is moved to 26994
External generator on bus 26901 is moved to 26994
External generator on bus 26905 is moved to 26276
External generator on bus 26909 is moved to 26557
External generator on bus 26912 is moved to 26927
External generator on bus 26914 is moved to 26098
External generator on bus 26915 is moved to 26098
External generator on bus 26916 is moved to 26098
External generator on bus 26921 is moved to 26790
External generator on bus 26922 is moved to 26790
External generator on bus 26923 is moved to 26790
External generator on bus 26928 is moved to 26927
External generator on bus 26929 is moved to 26927
External generator on bus 26933 is moved to 26579
External generator on bus 26934 is moved to 26579
External generator on bus 26940 is moved to 26364
External generator on bus 26941 is moved to 26364
External generator on bus 26942 is moved to 26364
External generator on bus 26945 is moved to 26790
External generator on bus 26949 is moved to 26948
External generator on bus 26957 is moved to 26994
External generator on bus 26958 is moved to 26994
External generator on bus 26960 is moved to 26994
External generator on bus 26961 is moved to 26994
External generator on bus 26966 is moved to 24960
External generator on bus 26969 is moved to 26314
External generator on bus 26970 is moved to 26314
External generator on bus 26974 is moved to 26276
